retention_level,race_id,characteristics_elasticity_original,district_elasticity_used,layer_2_environment_component,layer_3_environment_component,layer_2_margin_dem,layer_3_margin_dem,layer_3_minus_layer_2_margin,scored
0.0,MA-5,0.9764597495885192,1.0,-2.136666666666667,-2.136666666666667,50.96333333333333,50.96333333333333,0.0,True
0.0,MA-6,0.9334737599598428,1.0,-2.136666666666667,-2.136666666666667,27.463333333333335,27.463333333333335,0.0,True
0.0,MA-7,0.4031503504770818,1.0,-2.136666666666667,-2.136666666666667,72.26333333333334,72.26333333333334,0.0,True
0.0,MA-8,1.029662956761152,1.0,-2.136666666666667,-2.136666666666667,35.36333333333333,35.36333333333333,0.0,True
0.0,MA-9,0.8190083115224627,1.0,-2.136666666666667,-2.136666666666667,18.063333333333333,18.063333333333333,0.0,True
0.0,MD-1,1.380415779858339,1.0,-2.136666666666667,-2.136666666666667,-18.636666666666667,-18.636666666666667,0.0,True
0.0,MD-2,1.2745435728805612,1.0,-2.136666666666667,-2.136666666666667,20.663333333333334,20.663333333333334,0.0,True
0.0,MD-3,1.4494844640029885,1.0,-2.136666666666667,-2.136666666666667,25.363333333333333,25.363333333333333,0.0,True
0.0,MD-4,0.7501960485848074,1.0,-2.136666666666667,-2.136666666666667,78.86333333333333,78.86333333333333,0.0,True
0.0,MD-5,1.1964544815336509,1.0,-2.136666666666667,-2.136666666666667,36.36333333333333,36.36333333333333,0.0,True
0.0,MD-6,1.3227585900322425,1.0,-2.136666666666667,-2.136666666666667,9.663333333333334,9.663333333333334,0.0,True
0.0,MD-7,0.8867346342488565,1.0,-2.136666666666667,-2.136666666666667,63.36333333333333,63.36333333333333,0.0,True
0.0,MD-8,1.2600263791560562,1.0,-2.136666666666667,-2.136666666666667,62.46333333333333,62.46333333333333,0.0,True
0.0,ME-1,0.4910686821332901,1.0,-2.136666666666667,-2.136666666666667,22.663333333333334,22.663333333333334,0.0,True
0.0,ME-2,0.8434229791400131,1.0,-2.136666666666667,-2.136666666666667,-6.236666666666666,-6.236666666666666,0.0,True
0.0,MI-1,1.2196046075693188,1.0,-2.136666666666667,-2.136666666666667,-23.936666666666667,-23.936666666666667,0.0,True
0.0,MI-2,1.1791158807814208,1.0,-2.136666666666667,-2.136666666666667,-32.336666666666666,-32.336666666666666,0.0,True
0.0,MI-3,1.3083436798249657,1.0,-2.136666666666667,-2.136666666666667,6.363333333333333,6.363333333333333,0.0,True
0.0,MI-4,1.2573073874898273,1.0,-2.136666666666667,-2.136666666666667,-8.036666666666667,-8.036666666666667,0.0,True
0.0,MI-5,1.2690515959495834,1.0,-2.136666666666667,-2.136666666666667,-28.336666666666666,-28.336666666666666,0.0,True
0.0,MI-6,1.3498338604380618,1.0,-2.136666666666667,-2.136666666666667,26.563333333333333,26.563333333333333,0.0,True
0.0,MI-7,1.2108151769916649,1.0,-2.136666666666667,-2.136666666666667,0.36333333333333284,0.36333333333333284,0.0,True
0.0,MI-8,1.1356448293314512,1.0,-2.136666666666667,-2.136666666666667,1.8633333333333328,1.8633333333333328,0.0,True
0.0,MI-9,1.2624624005930352,1.0,-2.136666666666667,-2.136666666666667,-33.63666666666667,-33.63666666666667,0.0,True
0.0,MI-10,1.3753719161469915,1.0,-2.136666666666667,-2.136666666666667,-3.136666666666667,-3.136666666666667,0.0,True
0.0,MI-11,1.2820669292516091,1.0,-2.136666666666667,-2.136666666666667,19.663333333333334,19.663333333333334,0.0,True
0.0,MI-12,0.8788169796800013,1.0,-2.136666666666667,-2.136666666666667,48.36333333333333,48.36333333333333,0.0,True
0.0,MI-13,0.8155530181170229,1.0,-2.136666666666667,-2.136666666666667,47.46333333333333,47.46333333333333,0.0,True
0.0,MN-1,1.172282461105632,1.0,-2.136666666666667,-2.136666666666667,-13.336666666666666,-13.336666666666666,0.0,True
0.0,MN-2,1.182689750319851,1.0,-2.136666666666667,-2.136666666666667,7.063333333333333,7.063333333333333,0.0,True
0.0,MN-3,1.4586528612978895,1.0,-2.136666666666667,-2.136666666666667,20.863333333333333,20.863333333333333,0.0,True
